epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,1.100143989763762,0.016427565588222524,1.0611216466881204,0.01571709694571487,0.015717101553512147
1,0.0001,1.0464569236102856,0.026315803037716308,1.045713042931847,0.01571709694598892,0.01571710155406024
2,0.0001,1.0445563586134659,0.015862097805706684,1.0447871368854125,0.01628029637670668,0.016835048350520875
3,0.0001,1.0438228092695538,0.13829440057685868,1.0432033623131414,0.3329096030773854,0.48388705527526354
4,0.0001,1.0430428856297542,0.2250057553389853,1.0420134875535496,0.22348781001272439,0.3554191494308093
5,0.0001,1.0423722562037017,0.24917897812476344,1.041301704577238,0.26390358591188773,0.40611602820315357
6,0.0001,1.0418860724097805,0.2740004783158319,1.041008822341799,0.41917059546780683,0.5798804645669985
7,0.0001,1.0416181708637038,0.2822999432031907,1.0412994117305883,0.44294275450245796,0.5980500625657014
8,0.0001,1.0413044007200944,0.3117934754166078,1.0401874874336077,0.4720757501363038,0.6289860421732738
9,0.0001,1.0411609969641034,0.3287992937593771,1.040361959245678,0.30687674166388496,0.45634823044710693
10,0.0001,1.0409723200296102,0.33969638747293185,1.0400404705279938,0.44619196648118853,0.6049518530793573
11,0.0001,1.041046354645177,0.33129580514336066,1.0397851211851379,0.4273185645821083,0.5862317982346259
12,0.0001,1.0408817241066382,0.35564570542620677,1.039684890763933,0.43561833165284974,0.596245833251857
13,0.0001,1.0407247769205195,0.3637290642184454,1.0396227323704479,0.4186952794081399,0.5792141511432095
14,0.0001,1.040597512847499,0.3800947745749356,1.0395265433549412,0.5038329120886603,0.6630674315486543
15,0.0001,1.0404705110349153,0.3990110358328037,1.0395022768871256,0.4996554505238008,0.656137094563115
16,0.0001,1.0405823895805761,0.387273587416384,1.0395979862550386,0.4935966029729627,0.6503597725298803
17,0.0001,1.0403770095423648,0.39643183696016676,1.0395177352170812,0.47118171488016275,0.6294275347824219
18,0.0001,1.0402990046300387,0.4112596081844125,1.0396133176470084,0.4738536160041376,0.6321078194844749
19,0.0001,1.040393138559241,0.4080916834492178,1.0392604487818211,0.43309700173601795,0.5966750519904213
20,0.0001,1.0402937192665904,0.41396547961589547,1.0394902475222154,0.4466732868708713,0.6052102933744062
21,0.0001,1.0402122014447261,0.41883643913986274,1.0391954214024872,0.5602124095551055,0.7133752354026307
22,0.0001,1.040179193019867,0.4401728648682166,1.0392582285380785,0.5119604904533043,0.6683268552781002
23,0.0001,1.0400979951808327,0.4594553541946223,1.0394875096900056,0.37808066809676594,0.5381470224396745
24,0.0001,1.040186996208994,0.4393011407597325,1.0397096172062963,0.3343364594066602,0.4896387724879363
25,0.0001,1.0400133358804804,0.45098718493874035,1.0391567210083157,0.5338184656530849,0.6900084476895963
26,0.0001,1.0400883235429463,0.4363550422933704,1.0393455667907925,0.5419611321742492,0.6955860229545308
27,0.0001,1.040033353002448,0.4505138878488391,1.0390473419181958,0.47870835447864096,0.6380277496753811
28,0.0001,1.039981774907363,0.4645291660094544,1.03921005838278,0.5137449772631388,0.6703113044900447
29,0.0001,1.0400234147122032,0.45995673609444115,1.0392493941694907,0.47563191284314793,0.6333373316036356
30,0.0001,1.0399479558593347,0.48443453296914396,1.0390468500920504,0.473383623580502,0.6336735613100819
31,0.0001,1.0399523415063556,0.45458416527861967,1.0406144838670381,0.22378337803358703,0.3545336446905891
32,0.0001,1.0399819794454073,0.4676726148540274,1.0389251994711945,0.5205930106415502,0.6779853084716979
33,0.0001,1.0400376024999116,0.4535952844679503,1.0391775472693452,0.528413683611034,0.6837909852783685
34,0.0001,1.0398765200062803,0.47535691808607994,1.0389520974430917,0.46357347911731167,0.6235952310695959
35,0.0001,1.0398491583372418,0.4852025394402494,1.0389764950645461,0.51522970467763,0.6732335980532096
36,0.0001,1.0398926295732196,0.46388022130227635,1.0390584138615426,0.5230110581228562,0.6793302884764818
37,0.0001,1.0398719053519399,0.4725339261248979,1.0393450864405904,0.5934605084682005,0.7361744345346168
38,0.0001,1.0398638693909896,0.489431692090316,1.0392384599374647,0.5200423552197003,0.6741034557886072
39,0.0001,1.0398059380681892,0.4990079959474531,1.0391788065784806,0.5822627037546638,0.7309504714051295
40,0.0001,1.0397513088427093,0.4989292512761668,1.0393092552664707,0.5996215759191671,0.7436749208541351
41,0.0001,1.0398287377859416,0.4810160807139961,1.0391413919583754,0.5134982214106127,0.6693230735443241
42,0.0001,1.0398940569476078,0.4814199871386108,1.0390630466296302,0.5653784905633233,0.7131871932530687
43,0.0001,1.0398358539531105,0.4934046061852575,1.0389449240416582,0.5988794605114302,0.7442645079167853
44,0.0001,1.0397394644586664,0.49652229220983823,1.0389805481803909,0.4725316281594511,0.6314770173389012
45,0.0001,1.0397204656349985,0.4989951647753303,1.0390616289993166,0.5948758336407615,0.7407466657864633
46,0.0001,1.0397998289058084,0.49511554901495475,1.0389205894207907,0.555519619968781,0.7071325386165174
47,0.0001,1.0397469269601922,0.49712028819038695,1.0391536524815737,0.5458757336875567,0.6949846831365446
48,0.0001,1.0398484838636297,0.4933184648906805,1.039144206843348,0.5269069942927681,0.6791119823048022
49,0.0001,1.0397339952619453,0.5000684966524017,1.0391509329171922,0.5635365235088517,0.7143901746352112
50,0.0001,1.039664666276229,0.5146996690790376,1.038876109366801,0.4882770832129249,0.6463390905492319
51,0.0001,1.0398048482443156,0.5077898844143146,1.0394909857298396,0.42774918666619904,0.5832303189473618
52,0.0001,1.0399656979661238,0.458335057975179,1.0389477150379323,0.4818674356359015,0.6378662713199803
53,0.0001,1.0397334211751035,0.49966542345097154,1.0389972107817944,0.6240419321638082,0.7631886923546571
54,0.0001,1.0396462729102687,0.5094729025447741,1.0387935549430622,0.5586132462912109,0.7110811042968563
55,0.0001,1.0396852876010694,0.5002168307949618,1.0392287161589138,0.6081978742787524,0.7503924130544712
56,0.0001,1.0397659170000177,0.5119501482996845,1.0388339052968503,0.5212101373053399,0.6764179456624143
57,0.0001,1.0396902084350585,0.4996063630886673,1.0392979863584626,0.6220670014009461,0.7612602450127269
58,0.0001,1.0398591267435173,0.47555914669520505,1.0397056870469878,0.5080291260572456,0.6620646347734507
59,0.0001,1.0397869505380328,0.49349714770958714,1.039056515881027,0.5804232201224092,0.7259093460929933
60,0.0001,1.0397224965848422,0.5020764021576369,1.0389079686934914,0.5202393597869392,0.6760863429284955
