epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,1.0569556380573073,0.005263162340802538,1.0453475872987847,0.01571709694598892,0.01571710155406024
1,0.0001,1.0445021265431453,0.01578947753729786,1.0441612827286035,0.01571709694598892,0.01571710155406024
2,0.0001,1.043832831006301,0.09205569297132148,1.0423234448217455,0.26926115821526686,0.4091676573693812
3,0.0001,1.0427063320812426,0.20122676502547837,1.0428156290635144,0.1948497082480206,0.31482743516665174
4,0.0001,1.0420657634735107,0.23785912903400416,1.0407676877113596,0.34036299158655436,0.4938690226586705
5,0.0001,1.0416807544858833,0.2659569908806556,1.0414088891859372,0.41706069748177976,0.5735044232330357
6,0.0001,1.0413315453027423,0.29125437563486106,1.0401312831811211,0.35811531808926045,0.5108334498036449
7,0.0001,1.0411048268017016,0.3166685002971896,1.0398782280901326,0.34780313942199576,0.5037695276030499
8,0.0001,1.041017830999274,0.3288914382457394,1.0402655856782654,0.2447789078861552,0.38227968340318425
9,0.0001,1.040869483194853,0.3437604374199135,1.039670900652123,0.39481572704614626,0.5548456266799787
10,0.0001,1.0407830621066847,0.3466629199165117,1.0400727303416883,0.25358280561266044,0.39178783326813355
11,0.0001,1.0406567203371149,0.3651408286242059,1.0398449314600826,0.5283855869600329,0.6820255628290479
12,0.0001,1.040480363368988,0.3686609990238519,1.0394458381975096,0.44778740294416797,0.6049732738191191
13,0.0001,1.0404083948386342,0.41072738347229365,1.0393397578556083,0.5486897846730071,0.6976070303060845
14,0.0001,1.0404228122610795,0.38582704293490966,1.0391767633921505,0.517178985822113,0.672272649781931
15,0.0001,1.0403142345579046,0.4068939046286964,1.0390245520998311,0.50317448644455,0.6599748285220073
16,0.0001,1.0400678138983876,0.43583337512845727,1.0390933679457028,0.5552297621192177,0.7073846492627118
17,0.0001,1.0402093071686593,0.42933352680396464,1.0396546724971478,0.316679856512449,0.4660626550476255
18,0.0001,1.0401506047499807,0.42557805849314706,1.0394416372996182,0.34927618380218406,0.5058618417832014
19,0.0001,1.040124669827913,0.4250689790266831,1.0391195963314335,0.4053181858979857,0.5646615204889779
20,0.0001,1.0401529261940403,0.4202409821227232,1.03926994430527,0.4070941691887638,0.5657768615653618
21,0.0001,1.0400177265468398,0.45183543298344564,1.0390605052936757,0.5112369402752136,0.667395722641419
22,0.0001,1.0399021161229987,0.4669140404309677,1.0389398961732337,0.5401089314213791,0.6944442981648766
23,0.0001,1.040088891355615,0.44095734854186286,1.0395129387411481,0.5662276930589193,0.712356129077249
24,0.0001,1.039826614605753,0.46933580188182156,1.0389295411250445,0.5144317327247682,0.6692001567876095
25,0.0001,1.0399448150082637,0.45809463465682726,1.0389843877031668,0.5453904258161759,0.698644792766233
26,0.0001,1.0398412528790926,0.4760819634656028,1.0393136896646795,0.5551929983916124,0.7029746039507766
27,0.0001,1.039800026542262,0.48326232972722855,1.039974888790333,0.592936153034809,0.7305719427526698
28,0.0001,1.0397651157881085,0.4877393210684484,1.039008664944317,0.4703331174891526,0.625546581267522
29,0.0001,1.039738348910683,0.48807044105881014,1.0389015665222947,0.6304443457948637,0.7685808835280957
30,0.0001,1.0398218085891322,0.4817573096033868,1.0389969934414787,0.4898394485349116,0.6427780106289603
31,0.0001,1.039834813695205,0.48267981753532024,1.0389795764724492,0.5270561765510859,0.6794825184788335
32,0.0001,1.039790135935733,0.4825413474389658,1.0395091751001204,0.5408394276233295,0.6899811711585736
33,0.0001,1.0396422361072741,0.5073011982104662,1.039151626860463,0.5750391028350237,0.7159280213997635
34,0.0001,1.0396948996343112,0.5039273458800051,1.0388719288445643,0.5841759308554018,0.733266276388993
35,0.0001,1.0396529505127354,0.5159140091573959,1.0387829837255722,0.6027945668079188,0.7427361849962487
36,0.0001,1.0395705179164285,0.5251973839759375,1.0386973237710289,0.5770483529319865,0.7268808912426755
