epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,1.052987469775783,0.01840387654149897,1.0444513901277703,0.00785859391215408,0.007858641655303143
1,0.0001,1.0441618588339938,0.08100822467230379,1.0449038334117657,0.011433144852011768,0.013088019098120563
2,0.0001,1.043572438357696,0.11583979480234198,1.044207428668009,0.08566606388776032,0.09163459652832939
3,0.0001,1.0433240337321765,0.1433831568128585,1.0428530223711534,0.2419279179811864,0.3275971756512729
4,0.0001,1.0430467976672755,0.15342657954620656,1.0436156219958321,0.14319375118246797,0.2089381754552557
5,0.0001,1.0427163197925398,0.1784080483073971,1.0447722371294363,0.08671321491973451,0.08696503560080625
6,0.0001,1.0425607353996418,0.19008409511531918,1.0439635798598554,0.1391307067395411,0.17230201307101167
7,0.0001,1.042481867972947,0.18908987399763014,1.0431058273334166,0.23994473847411976,0.32037620397945654
8,0.0001,1.0422941574587283,0.19486489143678123,1.0433188843118184,0.22914673556358503,0.30294693284969926
9,0.0001,1.042105395024217,0.21493525496435378,1.0431238096683104,0.17623670611169626,0.25472293066414525
