epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,1.1142521826844467,0.010814112808621306,1.0541442075272207,0.01571709694598892,0.01571710155406024
1,0.0001,1.0459912802043714,0.026315794265563998,1.0450746455689077,0.01571709694598892,0.01571710155406024
2,0.0001,1.0447398687663831,0.015789478756750106,1.0444839752493298,0.01571709694598892,0.01571710155406024
3,0.0001,1.0444556920151962,0.021052645141323465,1.0445284777868005,0.01571709694598892,0.01571710155406024
4,0.0001,1.0439587317014996,0.06193872833969622,1.0433893639352794,0.1957267325630583,0.2977077445019612
5,0.0001,1.042960850816024,0.1987559363304544,1.0428900929471598,0.3138194855386738,0.45410563660966224
6,0.0001,1.0423488271863837,0.2226114996102359,1.0415284174598738,0.1859159308143266,0.30518793228150376
7,0.0001,1.041938092206654,0.2497073990521054,1.042537146092398,0.2667422251030654,0.39522111841889
8,0.0001,1.0415512605717308,0.2806764721487344,1.0407981778877424,0.3445149551429011,0.49902226902291136
9,0.0001,1.0414079239493923,0.28875741359206314,1.0399970675732626,0.4519541307994252,0.6074701796759857
10,0.0001,1.0411230727245933,0.3176841701909362,1.040319597088752,0.25957087323157696,0.3984899584823325
11,0.0001,1.0409223719647056,0.34082849032470364,1.04017001378747,0.44899891803797515,0.6053269881377641
12,0.0001,1.040748445611251,0.3539291088203259,1.0429532640340988,0.2624233861864507,0.38145089955446393
13,0.0001,1.0406271752558256,0.379853667550469,1.0395883797194025,0.39193484056094463,0.5492875434094259
14,0.0001,1.040626733554037,0.37125906540995296,1.040061653714283,0.491655205525662,0.644515637899537
15,0.0001,1.0404592664618242,0.3896060405147651,1.0392107628651828,0.44914690587601025,0.6077484820631572
16,0.0001,1.0403775754727815,0.4101901582524858,1.0392897016641434,0.4335367997502554,0.5939798674141719
17,0.0001,1.0404119077481722,0.3923154283266991,1.0394196023172855,0.4386675096312195,0.5986870477181495
18,0.0001,1.0402382781631068,0.416020694907839,1.0394106056460697,0.5691151140016937,0.7178281011341738
19,0.0001,1.0402958437016137,0.4172356801868086,1.039308461786956,0.5478404726157314,0.6987781174518097
20,0.0001,1.0401215296042592,0.4352116319336871,1.0391140623504849,0.5136951754952934,0.6688658488729374
21,0.0001,1.0401374158106351,0.44528181209797696,1.0389634056971913,0.4966989221083733,0.651842988104737
22,0.0001,1.040067045939596,0.43024462643677974,1.0402770948784759,0.2563300271111374,0.39331189743530914
23,0.0001,1.0400106392408672,0.4491100021746972,1.0391324109787556,0.545557061563785,0.6986873945644307
24,0.0001,1.039967668056488,0.4502360087861863,1.0393080083700903,0.4621699026267799,0.6169889609189005
25,0.0001,1.039893416981948,0.46492329511820346,1.038996820365516,0.5099450531450377,0.6646709446975434
26,0.0001,1.0399440175608585,0.4539694071489586,1.0388233703808138,0.5440562305229536,0.6967140373463233
27,0.0001,1.0399646081422504,0.4629521927498226,1.0390952024572255,0.5483913625680987,0.7011331304715633
28,0.0001,1.0399882981651707,0.4506596136815797,1.0403245031716548,0.5351433300540108,0.6833131511436543
29,0.0001,1.0398531129485682,0.4895353569525733,1.0398852398915468,0.5446265731143801,0.6942643279280876
30,0.0001,1.0399637159548307,0.4694384140898453,1.0394204578605757,0.5819602971871037,0.7242114529107362
31,0.0001,1.0398423489771391,0.47466347146546634,1.0388940457979214,0.5135693455105813,0.6675147094888426
32,0.0001,1.0397384198088395,0.48559651760544115,1.0390641532384577,0.6151898166028383,0.7578097362796369
33,0.0001,1.0398178056666725,0.49233143379486094,1.0394025912219274,0.45689105743251485,0.614234727341319
34,0.0001,1.0399187401721353,0.4612404840707052,1.0401677502161861,0.49485242470235535,0.651112084048174
35,0.0001,1.0398007581108495,0.47083167300360756,1.038918939226971,0.4786239151573275,0.6343870460927183
36,0.0001,1.039683197046581,0.4947321340506789,1.0393966181104919,0.5244315614714576,0.6741113956639679
37,0.0001,1.0397531478028548,0.4952428172346572,1.0388196226655853,0.513195566818861,0.6653405945051063
38,0.0001,1.039722500349346,0.501380034267378,1.038998233780177,0.44237882929295175,0.5999322570174369
39,0.0001,1.039650364925987,0.5136960370560957,1.0392089997855525,0.4560301125317537,0.615837789860675
40,0.0001,1.0397051497509604,0.513831431207189,1.0387455370196659,0.5854008729413039,0.7305060884414499
41,0.0001,1.0397386582274186,0.49250817336440894,1.039196552602622,0.5074163670429265,0.6652942090480729
42,0.0001,1.03971356655422,0.49414387957538086,1.0387436273290038,0.5400817937576066,0.6897349432821168
43,0.0001,1.0396075593797784,0.5110198157510341,1.0387433453486805,0.5721953183326429,0.7215799980586084
44,0.0001,1.039674277054636,0.5148610165666679,1.0391074105189686,0.5447737961813492,0.696971477789971
45,0.0001,1.0397035247401187,0.5091788369920835,1.0387996571003102,0.5149250690797154,0.6673853392594159
46,0.0001,1.0396766693968522,0.5055318010752392,1.0387158042555473,0.6008650784138503,0.7451692681456503
47,0.0001,1.0396815745454087,0.500857800188752,1.0389762013740764,0.4916904981173113,0.6467330471014593
48,0.0001,1.0398355854185004,0.47172890919366695,1.0389144502594803,0.5696171705910845,0.7145914006449849
49,0.0001,1.0395935629543505,0.5263080433890928,1.0386935938552226,0.6154470201443125,0.7522249628508463
