epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,1.0575581006803538,0.02891391912780829,1.04591147604532,0.0943025622111413,0.09430257039477734
1,0.0001,1.0444462017750178,0.11249507128978159,1.044038695998651,0.09241048741265868,0.1529544059306701
2,0.0001,1.043979755849663,0.12997156589726383,1.0439325439906542,0.08660958187321678,0.08677375792676933
3,0.0001,1.0435896101273263,0.12509310016912364,1.0440918008096092,0.056390250229319046,0.09370763136810957
4,0.0001,1.0431687569055033,0.1543352636231261,1.042395400626252,0.16171973207758425,0.26069830119713777
5,0.0001,1.043043871251304,0.15859207465420447,1.0428974473874555,0.18014091990044084,0.26918064845266015
6,0.0001,1.0429551319813166,0.16420234229914132,1.0439320392833478,0.13091893535316526,0.16053523001844064
7,0.0001,1.0426405758995396,0.17867696808985362,1.044906483886284,0.08680267035757301,0.08713002566423139
8,0.0001,1.0428044292244698,0.16346837350404625,1.0438631962699365,0.1509144685142403,0.1870430010769117
9,0.0001,1.0423923317841657,0.19414025822740272,1.0421091339208757,0.23849052776651336,0.3485693561693631
10,0.0001,1.0422554701332032,0.20435959307126178,1.0435046231582732,0.12505598801395057,0.20104868508603588
11,0.0001,1.042037577766759,0.22072227739450406,1.042940241180375,0.1458230550408064,0.234197953999203
12,0.0001,1.0420767012543566,0.211828614837817,1.0425865390211753,0.18512328831675803,0.2793819835737441
13,0.0001,1.0419774352721967,0.2279833240002069,1.0445529124123174,0.09988062783185195,0.10459480860196309
14,0.0001,1.041776635202523,0.23921517145096394,1.0441938404484208,0.13642756313549706,0.1706402870676099
15,0.0001,1.0417358599935618,0.24434808163517902,1.041436142209471,0.35298581683264507,0.4723153891093891
16,0.0001,1.0416411051912884,0.2544414568757213,1.0408374614472005,0.30417412633226554,0.4303822434926372
17,0.0001,1.0416197792438697,0.25278424297370056,1.041065368764761,0.3935654264444558,0.5111273323866988
18,0.0001,1.041439067347469,0.2628858956923034,1.0407888716002578,0.3810139284277465,0.507451387498694
19,0.0001,1.041378681115278,0.2595557971668208,1.0440932601280437,0.07833810570810681,0.13288483696894485
20,0.0001,1.0412962715143919,0.28308309014536087,1.0418329189708988,0.3459463541548475,0.46432218108688117
21,0.0001,1.0412113291072094,0.2827813284662227,1.0431007383380282,0.14892320334491976,0.23154282993681377
22,0.0001,1.041225493423582,0.2900334710914478,1.0445732435683603,0.11265619513880676,0.1262120456462679
23,0.0001,1.0409741498666798,0.3124197787025572,1.0407308178472612,0.2562484923234609,0.3833375803454747
24,0.0001,1.0410851058684623,0.31358221015843796,1.0402598582456997,0.35868010129725203,0.4918692658991107
25,0.0001,1.0411842986354678,0.288953057281051,1.0401931834829814,0.2977858257399699,0.4308172762870443
26,0.0001,1.0409524947639526,0.31554293070938183,1.0423534188148784,0.3505525327096835,0.4489966231705263
27,0.0001,1.040855858269639,0.32528419436386785,1.0403864435222154,0.4374113081416845,0.5741591959889473
28,0.0001,1.0408873026139467,0.3224823266749789,1.040657820776544,0.504926808318629,0.633197370192513
29,0.0001,1.0407066942825718,0.33149224415270695,1.0412068512210209,0.4858786207171877,0.6016889922681906
